time_tick,acc_X_value,acc_Y_value,acc_Z_value
13.042793,-0.872418,-3.797639,-7.886632
13.076408,-0.751357,-3.857197,-8.480415
13.109322,-0.607999,-3.883234,-8.928297
13.142682,-0.728312,-3.968681,-9.735172
13.176066,-0.736842,-3.421137,-9.988367
13.209309,-0.986895,-3.393004,-8.963313
13.242703,-0.667258,-3.610884,-8.720892
13.276098,-0.380841,-3.709050,-8.701139
13.309325,-0.038309,-3.781028,-8.788231
13.342700,-0.178225,-3.725960,-8.658191
13.376006,-0.189448,-3.694385,-9.385007
13.410032,-0.173287,-3.601008,-9.762407
13.442702,-0.389221,-3.586792,-9.231773
13.475994,-0.392364,-3.581854,-9.387102
13.509367,-0.233892,-3.711145,-9.244492
13.542750,-0.266065,-3.663409,-9.137198
13.575807,-0.230151,-3.711295,-9.153509
13.609723,-0.197678,-3.668048,-9.504572
13.642497,-0.481252,-3.374000,-9.311532
13.675184,-0.592736,-3.371905,-8.731965
13.709432,-0.303925,-3.539355,-8.721640
13.742617,-0.062102,-3.541899,-8.774015
13.776034,0.206807,-3.788211,-8.933684
13.810058,0.232096,-3.804672,-9.277713
13.844776,0.054171,-3.663559,-9.384708
13.875992,-0.077066,-3.594274,-9.156652
13.909606,-0.113579,-3.620611,-8.877418
13.942680,0.184510,-3.675680,-9.287739
13.976030,0.198726,-3.776240,-9.060431
14.009445,0.201868,-3.757085,-8.909891
14.042692,0.372761,-3.924536,-9.049059
14.076031,0.299735,-3.759480,-9.121486
14.109376,0.169097,-3.651886,-8.955532
14.142733,0.140365,-3.627794,-9.168623
14.176053,0.212194,-3.709200,-9.196607
14.209371,-0.008829,-3.764268,-8.862005
14.242703,-0.212792,-3.632583,-8.763690
14.276039,-0.028582,-3.919598,-8.819207
14.309305,-0.089337,-3.897899,-8.934582
14.342696,-0.141113,-3.943541,-8.574242
14.376125,-0.138869,-4.038863,-9.021225
14.409333,-0.221472,-3.806917,-9.084225
14.442699,-0.281628,-3.852408,-9.049059
14.476072,-0.440848,-3.672836,-9.115201
14.509316,-0.406430,-4.065200,-8.794666
14.542700,-0.237783,-4.072084,-9.368846
14.576078,-0.230300,-3.854353,-9.591065
14.609277,-0.244666,-3.644404,-9.125077
14.642698,-0.208752,-3.541749,-8.904653
14.676070,-0.034119,-3.606395,-8.931439
14.709369,0.226110,-3.556115,-9.356575
14.742946,0.141263,-3.570481,-9.249879
14.775991,-0.112980,-3.666103,-8.932337
14.809360,0.062551,-3.721022,-9.284297
14.842709,0.012121,-3.653981,-9.253770
14.875764,-0.026188,-3.570481,-9.000724
14.909366,0.153534,-3.637820,-8.623474
14.942962,0.395806,-3.884132,-8.745283
14.982939,0.511629,-4.182969,-8.665224
15.009350,0.140964,-4.041706,-8.611802
15.042749,0.032772,-3.792850,-8.959572
15.075992,-0.017359,-3.661015,-9.383062
15.109366,-0.226260,-3.512719,-9.485717
15.142730,-0.272949,-3.586941,-9.161141
15.176109,-0.227906,-3.579908,-8.909741
15.209371,-0.128843,-3.582452,-8.793917
15.242743,0.256488,-4.015668,-8.462458
15.276113,0.402839,-4.087198,-8.977080
15.309357,-0.078563,-3.768907,-8.812473
15.342705,-0.104900,-3.735387,-9.030353
15.375587,-0.187652,-3.493714,-9.298813
15.409367,-0.235089,-3.527234,-9.115350
15.442703,-0.114926,-3.804822,-8.772369
15.475961,0.010475,-3.910170,-8.689766
15.508880,0.067489,-3.931569,-8.882656
15.542711,0.128992,-3.938602,-9.262150
15.576024,0.122857,-3.773546,-9.333829
15.609366,0.084399,-3.694834,-9.085572
15.642705,0.175232,-3.855102,-8.888641
15.677013,-0.014366,-3.733143,-8.780749
15.709366,-0.065993,-3.620761,-8.857815
15.742248,0.053871,-3.747508,-8.916325
15.776300,-0.007632,-3.728354,-8.737652
15.809133,0.067339,-3.814698,-8.406941
15.842682,0.228056,-3.821731,-8.904803
15.876406,0.187203,-3.704262,-9.318715
15.909053,-0.046988,-3.620461,-9.282951
15.942697,-0.235388,-3.570481,-8.869188
15.976167,-0.362136,-3.448372,-8.848986
16.013643,-0.273398,-3.546538,-8.671210
16.042663,0.124952,-3.551326,-9.070757
16.076004,0.231348,-3.732993,-9.423465
16.109396,0.091432,-3.979305,-9.102332
16.142698,0.096220,-3.993521,-9.334128
16.175970,-0.185258,-3.675231,-9.542731
16.209370,-0.469430,-3.376244,-9.526569
16.242793,-0.491278,-3.414702,-9.055942
16.275985,-0.135128,-3.764119,-8.894477
16.309382,0.121510,-3.883534,-9.228630
16.342785,0.148595,-3.861985,-9.295371
16.376073,-0.049981,-3.852558,-9.036938
16.409580,-0.109838,-3.783123,-9.013593
16.442742,-0.114178,-3.637371,-9.039930
16.475990,-0.037560,-3.613428,-9.060581
16.509397,-0.059857,-3.608640,-8.984413
16.542705,0.061054,-3.735537,-8.928147
16.576292,0.349267,-3.919747,-9.080484
16.609374,0.252597,-3.670891,-9.177003
16.642508,0.049532,-3.477253,-9.157550
16.675992,-0.022297,-3.515711,-8.692310
16.709372,-0.004639,-3.644853,-8.567957
16.742848,0.095771,-3.821582,-9.049657
