time_tick,acc_X_value,acc_Y_value,acc_Z_value
19.480961,-0.014216,-2.337572,-9.334428
19.514280,0.164458,-2.354781,-9.623089
19.547710,0.146351,-2.375133,-9.637305
19.580920,0.057014,-2.308542,-9.462971
19.614294,0.096969,-2.133609,-9.639101
19.647800,0.232395,-2.103381,-9.244642
19.681029,0.125850,-2.264996,-9.235364
19.714448,0.156826,-2.357176,-9.609172
19.747646,0.162063,-2.444418,-9.312879
19.781008,0.200671,-2.432596,-9.380368
19.814529,0.279234,-2.467313,-9.382762
19.847703,0.139318,-2.535251,-9.543180
19.880969,-0.168498,-2.633716,-9.439477
19.914329,0.050879,-2.379024,-9.622790
19.948419,-0.033221,-2.402966,-9.653317
19.981017,0.052076,-2.292829,-9.613811
20.014389,0.034867,-2.216212,-9.510109
20.047772,0.085296,-2.361515,-10.011113
20.081090,-0.063598,-2.410449,-9.737566
20.114380,-0.090235,-2.310337,-9.341910
20.147674,-0.080957,-2.435140,-9.507864
20.181039,-0.096370,-2.462674,-9.723050
20.214310,0.079909,-2.061781,-9.687286
20.247746,0.116871,-2.185236,-9.303751
20.280966,-0.099213,-2.449056,-9.429152
20.314267,0.005986,-2.176706,-9.384408
20.347679,0.184659,-2.013595,-9.335775
20.381039,0.045192,-2.031702,-9.370192
20.414255,0.059259,-2.135554,-9.338917
20.448024,0.056116,-2.276817,-9.373485
20.487532,0.108042,-2.401620,-9.734872
20.514313,0.127795,-2.014044,-9.625483
20.547625,0.038758,-2.637756,-9.446211
20.580987,0.024691,-2.690281,-9.887059
20.614310,0.106845,-2.570716,-9.710331
20.647625,-0.066441,-2.320663,-9.364057
20.681027,-0.166104,-2.369596,-9.514149
20.714323,-0.351511,-2.402218,-9.420323
20.747736,-0.064047,-2.162640,-9.571612
20.780944,-0.096370,-2.140044,-9.458332
20.814427,-0.000299,-2.264397,-9.457584
20.847946,-0.181816,-2.073153,-9.472698
20.881085,-0.265916,-2.197357,-9.647780
20.914374,-0.005836,-2.130018,-9.645984
